,0,1
1230,А что это такое?,2019-08-14 17:43:47
1222,"1-е место - ""Лента"", 2-е - ""Билла"". Далее неважно, но последнее - ""Магнит""",2019-08-13 14:55:07
1226,"Кстати, на эту тему есть профессиональный рейтинг
https://is.gd/Pxf1Zj",2019-08-14 10:46:11
1228,"Ещё замечу, что я понял просьбу ранжировать супермаркеты, но не гипермаркеты. Поэтому ""МЕТРО"", ""O'кей"", и т.д. не рассматривал.",2019-08-14 14:24:02
1233,А кто устанавливал детскую площадку? Не Коля Светлячок?,2019-08-15 07:57:59
1213,У меня банковские карты хранятся в партмоне вместе с картой москвича. Мне это неудобно. Придется вынуть их из партмоне. Мне это неудобно,2019-08-11 08:09:35
1214,А ведь у некоторых и кредитки в партмоне,2019-08-11 08:11:48
1209,"Какие грибы в в черте Москвы ? Глюценагенные ? Спасибо, сами собирайте",2019-08-10 16:03:17
1207,"Удивительно, что это все заметили и не дали разрешения. Так бы всегда было, тогда бы все делали более качественно. Туда надо нашего депутата Николая Александрова, порядок бы навел. К слову... у него встреча с избирателями намечена на 12 августа, на ул. Милашенкова, д.14, в управе Бутырского района с 13.00 до 14.30",2019-08-10 13:12:23
1193,Красиво как,2019-08-07 10:29:20
1185,"Хорошее дело.
А как бы нам обсудить переименование станции метро ""Ботанический сад""?",2019-08-06 13:20:32
1189,Невежливо не отвечать на вопросы,2019-08-06 19:01:46
1186,"Сейчас я до платформы доезжаю на 17 трамвае , перехожу дорогу и на платформе . А потом мне добираться придется даже не знаю как . Удалили платформу в даль далекую .",2019-08-06 14:47:36
1191,"Ну, если уже говорить об обновлениях, то так вам идея сделать останкинский пруд пригодным для купания?",2019-08-07 08:20:29
1175,Испанцы успешно собирают и сдают пробки от пластиковых бутылок (чтобы сминались),2019-08-03 17:54:13
1172,"Сколько можно пояснять, что по Конституции никакие митинги не нужно согласовывать? Только уведомлять.",2019-08-02 18:55:04
1162,"Согласна,обнаглели,с ребенком гулять не возможно.",2019-07-31 15:50:52
1190,"Действительно, идёшь с коляской по велодорожке, а тут тебя велосипедист подлец объезжает. Давайте будем терпимее друг к другу🤫",2019-08-06 21:07:51
1154,"Интересно! Сравнительный анализ вообще полезная штука. Например.
Россия занимает 1-е место в мире по совокупной стоимости природных ресурсов (2-е место у США). По уровню жизни населения Россия занимает, - по разным оценкам, - от 63 до 75 места.",2019-07-29 11:09:55
1146,"Колоритно про него не скажешь, потому что он одного цвета - белого. Но выглядит забавно",2019-07-28 05:13:41
1148,"Нарушает архитектуру. И совсем не красиво. Я бы запретила самострой такого рода. На запад все стремимся, так там не позволил бы кондоминиум или мэрия.",2019-07-28 10:18:52
1151,Идиотизм😳,2019-07-29 10:13:20
1144,Научились делать цветные фото!,2019-07-27 15:47:06
1138,,2019-07-25 20:03:29
1123,Красивый снимок. Хотя девушка и опасно сидит :),2019-07-22 14:06:42
1120,"Опыт Германии говорит о том, что по хорошей дороге можно ездить без ограничений в скорости. Но много ли у нас подходящих дорог?",2019-07-21 15:07:50
1117,Последняя фраза понравилась :),2019-07-20 07:26:50
1114,"С упорством, достойным лучшего применения, нас потчуют общегородскими новостями, ""забывая"", что для этого есть другие площадки. Неужели новости района закончились? А может лень поискать? Проще ""стянуть"" общегородские?",2019-07-19 15:11:35
1112,"Советский и российский лингвист, специалист по хинди, первый дипломированный йог высшей квалификации в Советском союзе и России, популяризатор и пропагандист Хатха-Йоги, Анатолий Николаевич Зубков, говорил, что настоящую йогу могут преподавать только выпускники Бомбейского института йоготерапии. Всё остальное - шарлатанство, часто небезопасное для здоровья.",2019-07-18 20:06:11
1111,"Удивительно, что кто-то явно лоббирует ХХС, хотя к жителям нашего района он не имеет отношения.",2019-07-18 18:14:04
1103,А кроме этого зампреда никого нельзя слушать?,2019-07-17 14:16:55
1104,Переход на Нансена возле поликлинники.,2019-07-17 15:39:35
1132,Вообще убрать надо их,2019-07-24 21:05:40
1133,Лучше ограничение скорости и пешеходку,2019-07-24 21:06:38
1093,"Сначала отремонтировали, а теперь приняли решение🤣🤣🤣впрочем как всегда.",2019-07-15 20:21:50
1095,Не удивительно😂,2019-07-15 22:49:59
1096,"Идеально пахнущие. Чистые. 
Хорошо отмытые с мылом денежки.",2019-07-16 04:20:53
1105,Идеальные схемы экономических преступлений....это наша великая страна!,2019-07-17 17:16:52
1087,А Свиблово тут каким боком?,2019-07-14 13:22:00
1158,"Даааа...сыры там были вкусные 🤤...муж от меня весь вечер шарахался из-за сыра с плесенью,который я притащила домой  😂,но оно того стоило ...и сыр кстати там не очень дорогой 👍🏻",2019-07-30 22:55:18
1059,Мой дом видно))),2019-07-05 06:38:10
1081,,2019-07-12 20:09:47
1082,,2019-07-12 20:09:56
1056,"Тут удачно подоспел случай с электронным голосованием на программе первого канала ""Голос-дети"". Есть о чём подумать.",2019-07-04 06:59:32
1049,На фиг нам Китай? Мы китайцы? Может лучше бы своё сберечь? Хотя бы исторический центр Москвы!,2019-07-01 21:34:02
2016,Очень красиво),2020-06-05 13:37:59
1040,Для чего интересно прутья на лобавом стекле от того что может на пути появится или от зомби? 😎,2019-06-29 21:08:09
1035,Да ну))),2019-06-29 04:14:12
1036,Ну да ...потому что приходиться мужику повторять по 100 раз)а если ещё и ребёнок есть то там ещё больше скажешь 😁,2019-06-29 07:36:04
1048,"Идёт к новой цели, смотрю:
http://trends.skolkovo.ru/2018/10/kak-stavit-novyie-tseli-i-dobivatsya-ih-esli-vyi-uzhe-uspeshnyi/",2019-07-01 20:57:53
1011,"Стало быть к Ленину уже никто не ездит, раз пенсионеров бесплатно возить начали",2019-06-20 19:35:46
995,Гнать поганой метлой!,2019-06-15 13:43:11
991,"Присоединяемся!!! Ну, давайте изменим что- нибудь...начнем с себя. Так красиво сейчас в скверах и парках! А вот брошенный мусор все портит... Мальчики и девочки, тетеньки и дяденьки, бабушки и дедушки, выбрасывайте за собой мусор в специально отведенные для этого места. Мы же ЛЮДИ",2019-06-14 17:21:56
992,,2019-06-14 17:34:16
985,"Ещё интересно название станции метро ""Ботанический сад"". Дело в том, что к самому ботаническому саду эта станция не имеет никакого отношения. Вместе с тем, на месте этой станции находилось село Леоново. До сих пор там находится Леоновская церковь, и Леоновское кладбище. Да здравствует здравый смысл, земляки! :)",2019-06-12 18:41:25
993,"Нет, наоборот",2019-06-15 02:49:42
974,"Очень забавно смотрится вопрос ""кому он перешёл дорожку"" на фоне заголовка материала :)",2019-06-09 14:26:02
968,"Миллионный мост - это мост через Яузу в районе акведука, но не сам акведук!",2019-06-08 11:23:08
960,"""Повлиять на исход"" - сильно сказано! :)",2019-06-06 18:38:12
952,"Я живу на Касаткина. Нет тут никаких автобусных маршрутов. И ещё, фамилия Починок ещё у многих в памяти. Родственница?",2019-06-05 17:34:11
953,"[id2946515|Наталья Борисовна], расскажите подробнее про автобусный маршрут на Касаткина =)",2019-06-05 18:04:16
1066,"Сквер на улице Бажова? Он у нас был благоустроенный, с хорошим асфальтом, лавочками, клумбами, красивыми фонарями, 2-мя новыми детскими площадками. Весной сквер закрыли, видимо, на очередное благоустройство уже благоустроенной территории, рассверлили асфальт в очередной раз...И уже на пол лета жители Ростокина остались без сквера ☹️",2019-07-07 07:33:04
954,"Пенсионерам можно за ними ухаживать,мы хотим переехать в Москву из Ростовской области.(нужна московская прописка?)",2019-06-06 08:27:28
945,Наверно 1970,2019-06-04 09:28:54
940,😖,2019-06-03 14:43:48
926,А где подборка?,2019-05-31 07:51:17
924,"Ну нет, красота вот",2019-05-31 00:53:05
916,"Как показала мировая практика, от пробок спасает только одно средство - повышение стоимости владения автомобилем",2019-05-29 07:20:29
919,Я вообще в командировке.,2019-05-29 12:04:50
906,,2019-05-27 09:04:55
909,Уже 35 обещают😩,2019-05-27 16:17:18
899,Сдаюсь),2019-05-26 15:43:20
902,Киргизия,2019-05-26 16:17:15
904,"Германия,надписи на автобусе и номера европейские",2019-05-26 17:39:17
907,Германия или Швеция,2019-05-27 09:11:41
914,Удивительно что он вообще прибыл.,2019-05-29 06:38:37
895,Ой как круто,2019-05-25 22:11:30
889,"Часто на асфальте пишут ""Я тебя люблю"", ""Ты - моё счастье"", ""Спасибо, что ты есть"". Потому что ровный асфальт нельзя не любить!",2019-05-24 06:21:41
882,"Спасибо за инфу,а то не знала куда лампочки деть ☺️",2019-05-22 23:11:19
868,"Эти башни сильно испортили вид на фонтан ""Дружба народов"", если снимать его с южной стороны.",2019-05-20 10:32:38
869,"А самое интересное, они мало кому нужны! До сих пор незаселённые почти !!!",2019-05-20 12:39:54
870,"Мне кажется, что в них жить страшно!",2019-05-20 13:05:49
872,,2019-05-20 14:59:38
873,Триколор обноглели,2019-05-20 15:00:15
883,"А мне нравится, что дома стали делать разноцветными! Ну красиво же",2019-05-23 00:12:02
897,Дома как дома.Я думаю это только начало.Смахивают на те в Америке....,2019-05-26 11:09:54
863,Как я понимаю Седова 2к1 там сейчас?,2019-05-18 17:20:42
860,Красота!!!  Только ее убивают точечной застройкой и вырубанием древних  деревьев))),2019-05-17 16:18:48
855,В приют проще сдать,2019-05-17 06:05:38
857,Я знаю где он живет,2019-05-17 10:35:41
841,"Прежде всего, я переименовал бы станцию метро ""Ботанический сад"" в станцию ""Леоново"". К Ботсаду она не имеет никакого отношения, а находится на месте бывшего села Леоново, возле Леоновской церкви и Леоновского кладбища.",2019-05-14 07:26:10
843,"Как-то Андрей Макаревич заявил, что 80% людей являются идиотами. На него многие обиделись. А как ещё можно назвать человека, который ежедневно ездит в пробках на работу и обратно, если на общественном транспорте это можно сделать вдвое быстрее, и при этом читать интересную книгу?",2019-05-14 07:39:04
819,В Бот.саду?,2019-05-11 07:08:24
821,"Это скорее не территория Выставки, а территория парка ""Останкино""",2019-05-11 07:34:04
817,Привычно. Наши любимые особенности обязательности исполнения законов,2019-05-10 18:06:07
820,А если кошки мяукают это не наказывается у меня ещо и попугай чирикает,2019-05-11 07:18:27
824,А реквизиты документика скиньте пожалуйста. Чтоб было с чем идти к участковому.,2019-05-11 11:53:24
828,"Значит, и у нас такие законы есть)) блин, ну понятно, что лай собак может дико раздражать и мешать спать, но что хозяевам делать то, если не понимает? Заткнуть чем-то или усыпить? Я лично вообще против собак в квартире, но тем не менее",2019-05-11 14:43:26
838,"Чеканутым привет! Сначала лай собаки запретить, потом плач ребёнка . У нас многоквартирные дома! Терпимее надо быть , а кто не может плиз  в отдельный особняк!",2019-05-13 20:06:09
813,"А сейчас никто русский язык не изучает в школе что-ли? Чего только стоит нынешнее выражение :  "" пошла гулять на районе"" 😂😂",2019-05-09 17:40:12
795,Главное не снег😅😏,2019-05-06 05:10:18
799,Не верю!,2019-05-07 04:48:16
839,"Тоже не верю, а если и уволят , то того , который единственно нормальный)))",2019-05-13 20:09:55
790,"Думала, что он был построен в середине 70-х....наш дом обычная кирпичная 9-и этажка 1966, а здесь такой шедевр! И уже через 2 года....Молодцы!",2019-05-05 07:45:34
814,"Классно, у меня бабушка в таком жила на Садовом кольце) там кроме лифта ещё есть лестница узкая ))",2019-05-09 17:42:19
792,Круто с трудом правда понял в какую сторону,2019-05-05 13:52:48
788,Снимок отличный! А кто автор?,2019-05-05 06:03:41
776,"Добрый день, еще. Геометрический или культурный центр ищем?",2019-05-02 08:43:03
777,"В Ростокино - Вавилон или Ростокинский парк 🤔
А в Свиблово - Капустинский пруд",2019-05-02 09:08:03
793,Капустинский пруд это наше все!,2019-05-05 17:25:14
774,В 90х на этом мосту снималась сцена клипа братва не стреляйте друг в друга https://yandex.ru/video/touch/search?filmId=6203343176781387046&text=%D0%B1%D1%80%D0%B0%D1%82%D0%B2%D0%B0%20%D0%BD%D0%B5%20%D1%81%D1%82%D1%80%D0%B5%D0%BB%D1%8F%D0%B9%D1%82%D0%B5%20%D0%B2%20%D0%B4%D1%80%D1%83%D0%B3%20%D0%B4%D1%80%D1%83%D0%B3%D0%B0&ts=1556780540220&source=share,2019-05-02 07:03:31
779,В народе этот мост называется «чугунка».,2019-05-02 17:34:58
768,Если есть ВетеранЫ рядом помоги,2019-05-01 00:48:07
769,Да и хватит этим знаком прикрыватсЯ,2019-05-01 00:49:31
752,"Предпочтительно - ""в Свиблове""

Топонимы славянского происхождения, оканчивающиеся на -ово, -ево, -ино, -ыно, не склоняются в сочетании с родовым словом: из района Люблино, в сторону района Строгино, к району Митино, в городе Иваново, из деревни Простоквашино, до края Косово. Если же родового слова нет, то возможны оба варианта, склоняемый и несклоняемый: в Люблине и в Люблино, в сторону Строгина и в сторону Строгино, в Иванове и в Иваново, из Простоквашина и из Простоквашино, до Косова и до Косово, к Митину и к Митино, 8-й микрорайон Митина и 8-й микрорайон Митино. При этом склоняемый вариант соответствует строгой литературной норме. 
 
Словарь Л. К. Граудиной, В. А. Ицковича, Л. П. Катлинской «Грамматическая правильность русской речи» указывает: «В образцовом литературном стиле (со сцены, с телеэкрана, в радиоречи) эти формы следует склонять».",2019-04-29 15:32:07
754,"согласны, у нас даже есть об этом статья, выйдет попозже 🙃 Но по-прежнему бывает тяжело перестроиться, т.к. в разговорном по привычке не склоняем 🙈 

Спасибо за уточнение, исправили )",2019-04-29 15:38:41
743,Да,2019-04-28 20:53:32
737,"Читаешь и кажется все За!! А то, что местные жители думают все-равно никого не интересует!!",2019-04-28 17:57:18
739,"Такой классный проект, что полдома подписали бумаги против",2019-04-28 20:03:22
767,"Обсуждать можно , раньше на кухне обсуждали, а теперь в сети!)) Результат одинаковый -все сделают , как решили)))",2019-04-30 18:20:20
717,👀,2019-04-27 08:50:07
713,"Снималось с Ост. башни, или с дрона?",2019-04-26 17:22:24
699,Как отремонтируют 😃 с недельку еще,2019-04-25 09:18:56
700,"Да лан нормально)В мае вроде, сегодня попробую глянуть😅",2019-04-25 12:24:52
703,"Ещё не долго осталось, второй раз закрыли проход. Надеюсь к 10-15мая сделают))",2019-04-25 17:27:40
709,К середине мая... Как-то так..,2019-04-26 10:55:03
724,А в итоге на следующий день открыли выход к мцк 😃,2019-04-28 06:04:09
679,Люди рабочие многие. Даже если очень хотят не придут 🙈,2019-04-24 07:09:45
681,"Добрый день. Раньше мы с друзьями собирались каждое воскресенье на коробке около четвёртого дома по Беренгову, сейчас к сожалению:""иных уж нет,а те далече "" я бы с удовольствием приходил поиграть, но в будни это невозможно.",2019-04-24 10:45:47
685,Красиво,2019-04-24 12:47:18
686,Мощно,2019-04-24 12:47:25
687,Я виидел,2019-04-24 12:47:42
674,надеюсь выйграт😂🌚🌞,2019-04-23 19:18:29
676,☺️,2019-04-24 05:34:48
684,Хачу победить,2019-04-24 12:46:55
728,Давайте мнеееее),2019-04-28 16:17:11
688,Мило,2019-04-24 12:47:49
693,Только не кардамон))))),2019-04-24 18:41:18
704,"Кардамон - не люблю и, конечно, без сахара)) Но это - мой выбор, все люди разные))",2019-04-25 20:30:53
689,Одаа,2019-04-24 12:47:59
664,На данный момент 85 просмотров и не одного комментария! Резюме - идея не нашла отклика. Можно закрывать,2019-04-20 15:01:32
666,Верните наи 2009((,2019-04-21 05:45:10
690,Раньше было лучше,2019-04-24 12:48:23
643,"Снимок интересный. Догадываюсь, что без фотошопа не обошлось. Но получилось красиво",2019-04-17 18:34:42
644,"А мне интересно во времена Екатерины 2 реально было потрачено 1600000 рублей? Или как в теперешней России,300000 потратили,1300000 ""распилили "",а за лям шестьсот перед матушкой царицей отчитались?",2019-04-17 19:15:11
628,Было бы очень интересно.,2019-04-16 18:33:27
630,"Да, хотим. Буду благодарна.",2019-04-17 03:31:49
632,"Через каких то лет пять появятся фото как точечно застраивается группой пик все возможное свободное пространство. Начиная от домов 1,5 и далее по снежной при этом произнося слово волшебное реновация, коей по факто это не является 😐",2019-04-17 07:45:50
620,Моя улица!!!!!🤗Родная...,2019-04-15 17:33:42
622,"Пишут в некоторых изданиях, что скоро наша улица станет 4-х полосной трассой....",2019-04-15 18:21:36
623,Ошибка в тексте.. Года проверьте,2019-04-15 19:46:31
649,Сейчас тоже есть Медведковское  шоссе! Кусочек улицы позади Золотого Вавилона. Никак не могла понять откуда такое название. Теперь ясно -это же продолжение  ул. Амундсена.,2019-04-18 04:00:01
618,На этом месте была промзона на которой были разные предприятия. Москва меняется!,2019-04-15 16:07:43
634,"Обычная коммерческая застройка. Без озеленения, без точек складирования мусора, без парковки и на территорию никого не пускают, с охраной гоняющей всех собачников на выгул на зелёную часть улицы, а скоро всей зелени на фото не будет. Будет точечная застройка, вырубка и ухудшение условий проживания для тех домов что не будут сносить ибо окружат высотками от 50м высотой сделают дворы проездными в 2 полосы, впихнут где возможно мини пятерочки, снесут детские площадки и уберут почти все парковки. На экспозицию уже можно посмотреть в управе. Так что ""скорее бы"" 😔",2019-04-17 07:55:32
729,Вчера как раз там гуляла,2019-04-28 16:23:00
613,Да пусть будет белая если там😂,2019-04-14 21:32:59
600,Будайская дом 5,2019-04-12 06:57:17
601,О нет.... только не на Нансена. Там и так ездить невозможно. ВСЁ ПЕРЕКРЫЛИ😡😡😡,2019-04-12 10:23:07
719,Берингов 3,2019-04-27 18:29:02
605,"С 1 по 5 мая любимая дача,9 Мая идем с сыном на шествие Бессмертного Полка.",2019-04-13 03:09:56
594,Я марсианин.,2019-04-11 07:53:09
584,"Фильм ""Весна на заречной улице""",2019-04-10 06:08:36
591,«Гостья из будущего»,2019-04-10 19:52:28
614,Столкновение с бездной,2019-04-14 21:51:37
640,"Фильм ""До встречи с тобой """,2019-04-17 10:03:35
590,Долго доходили же вы),2019-04-10 19:00:37
569,Звонил в телефонной будке,2019-04-09 06:32:30
570,"Проезд в автобусе в Москве стОил 5 копеек, на 10 можно было купить пирожок с повидлом.",2019-04-09 07:00:16
573,"Буханка черного стоила 10 копеек, мороженое плодово-ягодное в бумажном стаканчике 7 копеек.",2019-04-09 08:26:08
576,"Сигареты""Дымок ""10 копеек стоил.",2019-04-09 11:26:39
577,Молочный коктейль,2019-04-09 12:51:18
581,,2019-04-10 00:47:02
582,Билетик в кино на утренний сеанс.,2019-04-10 03:59:32
730,Жесть,2019-04-28 16:24:31
563,Ещё бы написали с какой целью - цены бы вам не было :),2019-04-08 13:47:25
566,Я точно буду смотреть!Жду с нетерпением!!!🙋‍♀️,2019-04-08 17:36:39
597,С нетерпением будем ждать !!!😁😊,2019-04-11 16:03:01
553,"Вопросы: 1. зачем сняли хорошее покрытие с детских площадок и спортивных и Положили новое, которое За зиму превратилась в труху.?
2. Зачем убрали хорошую детскую площадку около улица Седова дома 2 к1  и на её место поставили «никакую». Убрали Хорошие красивые лавки, на их месте теперь стоят, такие, На который без слез не взглянешь. ?
3. Когда нам вернут наши хорошие покрытия и старую хорошую детскую площадку?",2019-04-06 07:15:22
526,Честь и Хвала! Спасибо!,2019-03-31 09:07:31
520,"Вопрос можно переформулировать: ""Вы на стороне жителей, или на стороне водителей?""",2019-03-30 06:30:16
521,Нужен.,2019-03-30 07:25:00
536,"А в начале Снежной поставили шлагбаум. Перекрыли проезд  со Снежной вглубь квартала к парку, при этом оттяпали приличную бесплатную парковку для жителей и гостей района))) . Предлагаю, кто живёт на Нансена и Амундсена перекрывать прям проезды, с 2-х сторон от дома и  все!
На остальных плевать))Сейчас же каждый за себя!!!",2019-04-02 19:25:55
484,Собааакааа ❤️❤️❤️,2019-03-24 10:27:40
473,"Не хватает варианта ответа: ""Нравится в любое время года""",2019-03-22 06:52:15
503,Уж лучше зимний-не так разложением от застоявшейся воды пахнет.,2019-03-27 12:42:59
468,"Надписи ""САТУРН""",2019-03-21 15:31:00
469,Машин?,2019-03-21 17:24:10
471,"'Сатурн""",2019-03-21 20:42:22
483,Жизни,2019-03-24 09:41:32
495,"Названия "" Сатурн """,2019-03-27 06:20:52
691,Меня,2019-04-24 12:50:44
731,Сатурн,2019-04-28 16:30:14
478,А где можно записаться на предварительную регистрацию?,2019-03-23 12:47:37
449,Что значит не причинит вреда?С чего это?,2019-03-18 08:21:47
646,"А где вы вообще, бездомных собак в Москве встречали? ""Гуманисты"" ВСЕХ давно перебили",2019-04-17 21:44:56
732,Встречала пару раз,2019-04-28 16:31:57
438,Тут не хватает что делать если едет поезд и бежать в начало платформы бесполезно),2019-03-16 05:57:06
475,"На многих станциях полосу безопасности сделали выпуклую. Это правильно , для слабовидящих людей! Но будте осторожны, народ спотыкается и падает!",2019-03-22 21:10:05
429,"Преподавать йогу имеют право только преподаватели, сертифицированные в Индии в известных учреждениях. Всё остальное незаконно и чревато ущербом для здоровья.",2019-03-15 06:22:25
426,"Последняя фотография, где дом с аркой, это где?",2019-03-14 12:50:00
733,Ух тыыы,2019-04-28 16:32:48
415,В Москве животным относятся гораздо лучше чем людям! Не знаю это хорошо или плохо! Но это факт!,2019-03-11 15:00:26
734,,2019-04-28 16:33:36
392,Это парк задиак,2019-03-06 19:09:52
389,Где в Свиблово такая улица?,2019-03-06 05:59:51
648,"Очень неудобно. Из- за этого строительства, теперь обходить очень далеко.",2019-04-17 21:51:51
735,Обажаю блинчики,2019-04-28 16:36:02
374,Смешно так. 1 апреля был нг у славян.,2019-03-02 18:58:59
353,Больше предпочитаю лимон без воды. Насечь и сточить,2019-02-26 06:56:44
736,Яуза,2019-04-28 16:37:25
339,Разве на фото павильон МЦД??,2019-02-24 11:43:38
331,"Оооо,блин!С этими перепадами башку разорвёт скоро!🤦‍♀️",2019-02-22 12:34:45
336,Чуть-чуть осталось потерпеть 😊,2019-02-23 15:47:56
324,"Я считаю что это не нужная программа,дешевле со своей машиной.",2019-02-21 07:45:10
278,Актуально и сегодня!🤨☝️,2019-02-12 19:52:43
216,"ПРОПАЛА СОБАКА!!!! 
На шее был красный ошейник с именным жетоном и номером, сам черный, с белыми лапками и грудкой, размером с таксу,  но лапы выше
Потерялся в районе улицы Седова 2к2, около садиков

Кто видел отзовитесь, молю!
Вознаграждение!",2019-01-30 01:39:22
189,Ого,2019-01-23 16:41:07
356,Первая Свиблово это понятно. Вторая на Бабушкинскую похожа. А третья не пойму вообще где это,2019-02-27 03:12:01
159,,2019-01-16 16:03:04
160,,2019-01-16 16:03:10
142,Найдена,2019-01-12 14:55:25
110,Я там была),2019-01-05 18:37:00
137,Не ошиблись? В этом году на ВДНХ каток мелкий,2019-01-11 13:10:19
98,Только очень ярко ночью светит в окна домов!,2019-01-02 20:42:29
